age,weight,gender,edu_level,study_hours,sleep_hours,overwhelmed_freq,motivation_level,mental_exhaustion,concentration_diff,exam_anxiety,schedule_balance,procrastination,symptom_score,burnout_risk
18,119.3,1,2,8.7,6.3,3,2,4,2,3,3,4,5,Medium
28,65.8,0,2,7.2,5.1,4,3,4,1,2,2,4,4,Medium
21,82.4,1,2,4.1,7.2,4,3,3,4,4,5,4,3,Medium
15,69.7,1,4,7.7,6.5,1,4,3,2,3,1,2,4,Medium
21,78.0,0,1,7.0,4.7,3,2,2,5,5,5,5,4,Medium
15,109.3,1,4,11.0,3.8,1,5,4,3,2,1,5,5,High
16,96.3,0,2,7.4,6.9,3,3,2,3,1,4,3,4,Medium
29,111.2,1,3,8.3,3.5,3,2,2,1,4,2,3,3,Medium
18,60.3,1,2,5.7,3.6,5,2,4,2,5,3,4,6,Medium
15,110.5,0,2,6.2,6.3,4,2,4,1,4,2,5,6,Medium
25,49.5,1,3,7.8,4.4,4,3,3,3,2,2,5,4,Medium
26,111.6,1,3,5.1,5.5,3,2,4,3,2,3,4,5,Medium
25,69.7,0,1,4.2,5.7,5,2,5,4,5,2,4,6,Medium
29,68.6,1,1,9.5,3.7,1,4,3,4,3,3,4,2,Medium
25,83.4,1,2,5.2,7.8,2,1,4,4,2,1,1,5,Medium
23,115.6,0,4,10.9,7.7,5,2,5,3,5,3,3,6,Medium
26,48.6,0,2,4.6,6.7,3,1,3,3,3,4,4,5,Medium
20,71.4,0,2,9.1,4.3,1,2,5,4,1,3,1,5,Medium
27,109.2,0,3,2.8,9.0,5,3,1,2,5,1,4,4,Medium
15,74.7,0,3,6.2,3.5,5,3,2,2,4,5,3,3,Medium
15,59.9,0,2,8.0,3.0,4,3,3,5,1,3,5,5,Medium
20,76.9,0,2,8.2,3.0,3,4,4,1,5,2,3,4,Medium
18,73.9,1,4,8.9,4.8,5,3,5,4,2,3,3,7,Medium
18,113.7,0,2,5.8,5.8,5,5,3,3,2,1,3,5,Medium
30,102.1,1,3,5.9,5.0,5,4,5,2,2,4,3,6,Medium
29,82.9,1,2,4.5,8.2,4,2,5,2,5,5,4,5,Medium
25,119.1,1,2,8.7,8.0,3,5,5,3,5,4,3,5,Medium
29,79.9,0,2,9.0,6.2,3,3,3,3,3,1,4,4,Medium
20,49.4,1,1,3.9,5.1,2,5,4,3,5,1,4,4,Medium
29,64.7,1,3,11.1,7.5,4,3,4,3,1,4,4,6,Medium
28,77.7,1,2,5.8,4.5,4,3,3,3,4,3,4,5,Medium
26,56.8,0,2,3.8,6.7,3,3,4,4,5,2,3,5,Medium
25,116.1,0,2,6.3,3.7,4,3,3,4,5,4,4,5,Medium
21,102.5,1,2,6.8,7.5,3,4,4,5,3,2,5,4,Medium
23,65.1,0,2,10.5,5.6,4,5,2,4,4,4,4,4,Medium
24,89.3,1,2,6.6,5.4,2,1,1,3,2,3,1,3,Medium
30,99.1,0,2,8.1,5.3,2,4,3,4,3,3,4,3,Medium
19,115.6,1,3,3.7,4.0,3,2,4,4,3,5,2,4,Medium
23,111.1,2,3,5.1,3.6,4,1,2,3,3,2,2,3,Medium
18,83.6,1,2,3.2,6.5,2,4,4,2,5,2,4,5,Medium
27,103.1,1,2,6.5,7.9,5,4,3,3,3,2,2,5,Medium
24,87.2,1,2,5.9,3.8,1,4,4,1,5,1,2,4,Medium
16,86.5,1,2,6.5,7.8,3,3,5,4,3,4,3,5,Medium
17,53.6,1,3,6.7,7.8,2,4,5,3,5,4,3,5,Medium
27,54.5,1,2,8.3,4.3,1,2,4,3,5,3,2,4,Medium
25,84.7,1,2,3.5,9.2,4,3,3,2,3,2,4,5,Medium
15,65.2,0,2,6.3,5.9,3,4,4,4,3,1,5,4,Medium
28,46.6,1,2,5.9,3.0,2,5,5,5,2,2,5,4,Medium
28,99.2,0,1,6.4,3.7,3,3,5,3,3,2,2,5,Medium
20,47.4,0,2,7.1,3.0,4,3,3,5,2,1,4,4,Medium
27,89.6,1,1,9.7,10.0,3,3,3,4,5,5,3,4,Medium
20,85.4,1,4,8.5,8.8,3,1,3,2,3,3,2,4,Medium
15,117.7,1,3,3.3,4.6,3,4,2,4,4,3,3,4,Medium
25,81.3,0,3,9.7,6.7,3,1,5,3,1,3,1,5,Medium
27,49.8,0,4,9.7,7.9,3,3,4,2,3,4,2,5,Medium
17,86.4,1,2,4.8,7.1,3,3,2,3,3,2,2,4,Medium
19,108.1,0,3,9.9,5.5,2,1,3,2,4,3,4,4,Medium
17,119.8,1,1,7.9,7.5,2,1,5,3,4,4,4,5,Medium
24,77.3,0,1,6.9,7.7,3,2,3,3,4,4,1,5,Medium
17,69.0,0,3,6.2,8.9,3,2,2,3,4,3,4,4,Medium
28,113.0,2,1,5.4,7.6,2,5,4,4,5,5,3,5,Medium
24,59.3,0,4,2.0,7.3,4,3,4,5,4,3,2,6,Medium
17,91.2,0,2,8.5,7.5,5,4,3,4,2,2,1,4,Medium
19,75.4,0,3,10.4,4.8,3,4,3,2,3,3,3,5,Medium
27,48.1,1,1,8.1,7.6,3,4,4,5,3,3,3,5,Low
30,71.0,1,2,6.8,5.1,2,3,2,2,1,1,5,4,Medium
19,64.9,0,1,4.0,6.0,5,2,3,3,2,3,3,6,Medium
18,96.5,0,3,10.2,6.0,5,3,3,4,5,5,3,5,Medium
15,116.2,1,1,3.1,5.7,3,2,4,5,3,4,4,5,Medium
19,65.1,0,2,7.4,6.2,3,5,3,3,3,3,4,3,Medium
24,105.9,1,1,12.6,8.3,4,4,4,2,1,3,2,5,Low
30,49.2,0,1,7.4,6.7,3,3,5,1,2,2,3,5,Medium
19,85.4,0,2,3.5,3.9,3,4,3,1,4,2,3,3,Medium
18,50.3,1,1,9.5,5.2,4,3,5,3,3,3,3,6,Medium
20,115.1,0,3,2.9,6.6,4,2,5,4,2,2,3,5,Medium
24,102.5,1,1,2.3,7.8,2,3,4,1,5,1,3,5,Medium
18,94.3,0,2,7.8,5.8,5,3,3,3,2,2,5,5,Medium
28,106.8,0,2,4.9,3.8,1,5,3,1,2,3,3,3,Medium
21,93.6,2,2,8.6,5.3,2,2,5,2,3,3,4,5,Medium
21,117.7,0,2,1.8,6.0,4,4,4,4,2,2,3,5,Medium
16,98.5,1,3,3.8,4.9,5,2,2,2,2,3,4,4,Medium
17,114.3,0,1,8.6,5.3,3,2,1,5,3,3,3,3,Medium
15,83.8,1,1,6.5,8.6,2,1,4,2,2,1,5,4,Medium
22,53.8,1,2,4.2,6.7,4,3,4,4,1,2,1,4,Medium
23,84.6,0,2,9.7,7.5,3,2,2,5,4,3,4,4,Medium
18,54.5,1,2,1.0,4.8,4,4,2,2,4,2,4,4,Medium
20,89.4,1,2,5.9,5.1,3,3,1,5,3,2,4,2,Medium
23,81.2,0,3,1.8,7.7,2,3,2,3,4,5,2,4,Medium
20,91.7,1,1,3.6,3.0,5,1,3,2,3,1,3,5,Medium
28,45.8,1,2,3.7,9.2,1,4,4,3,1,4,2,4,Low
26,59.6,0,2,6.4,4.5,5,2,3,3,4,3,4,4,Medium
26,81.8,0,2,2.8,7.0,4,1,5,5,3,1,5,6,Medium
26,116.3,0,4,6.4,7.9,2,3,4,5,3,4,2,4,Medium
23,73.8,0,2,4.1,8.0,5,1,4,5,3,3,4,5,Medium
29,76.8,1,4,12.2,9.1,2,1,5,1,3,4,2,4,Medium
18,98.6,1,2,3.6,6.3,5,4,2,3,3,3,5,4,Medium
22,90.3,1,1,2.7,8.1,1,2,3,1,3,3,4,3,Medium
23,67.4,0,1,6.6,4.4,2,1,5,4,5,2,3,4,Medium
18,75.8,0,2,9.5,8.1,2,2,1,2,4,4,3,2,Medium
19,61.3,1,2,8.7,5.3,2,2,3,4,5,2,5,4,Medium
28,117.5,1,1,8.5,8.1,3,4,4,2,5,1,4,5,Medium
22,54.8,1,2,8.1,5.4,2,1,1,1,1,1,1,2,Medium
26,72.9,0,2,3.3,3.0,1,1,2,4,5,1,5,3,Medium
24,46.9,0,1,11.3,3.4,4,4,5,4,4,4,4,6,High
28,61.6,0,2,5.5,8.8,3,2,4,3,4,2,3,4,Medium
20,103.5,2,3,12.9,6.3,4,3,3,1,4,2,4,5,Medium
26,60.1,0,2,10.8,8.4,4,2,4,4,3,2,3,4,Medium
21,51.0,1,3,9.8,7.2,4,5,3,2,4,4,3,4,Medium
17,80.6,1,2,3.2,5.5,3,1,5,4,2,3,3,4,Medium
21,45.7,0,2,6.3,6.3,5,3,2,2,2,3,4,4,Medium
26,51.4,1,1,3.0,7.4,2,5,3,3,4,2,4,4,Medium
28,105.6,1,2,9.7,7.7,2,2,2,4,3,2,5,4,Medium
22,102.9,1,2,7.5,7.3,5,2,3,2,3,3,4,4,Medium
24,113.6,0,2,7.2,7.8,5,4,3,3,2,2,5,4,Medium
30,109.1,0,1,6.5,8.0,4,4,5,4,4,3,5,6,Medium
30,96.2,0,1,9.0,5.4,2,2,2,5,3,2,4,3,Medium
20,48.9,0,3,6.7,3.5,2,5,4,3,3,3,3,3,Medium
29,103.7,1,2,7.5,5.8,5,3,4,4,3,3,3,6,Medium
24,108.4,1,2,11.2,7.3,5,4,1,2,2,4,1,4,Low
23,104.9,0,2,2.2,4.9,3,5,3,5,3,3,4,4,Medium
27,83.1,1,3,3.9,4.7,5,4,2,2,5,3,3,4,Medium
20,62.5,1,2,5.5,6.2,4,3,5,3,3,2,3,5,Medium
26,108.4,0,2,4.1,7.8,2,2,4,4,3,3,3,4,Medium
23,99.5,0,4,4.7,4.0,3,5,4,2,3,1,1,5,Medium
27,118.6,1,3,2.1,4.1,3,2,1,4,2,1,3,3,Medium
18,56.7,1,1,3.5,8.5,3,3,1,2,5,2,4,3,Medium
22,61.9,1,1,5.2,3.6,5,4,4,4,2,2,2,5,Medium
25,60.9,0,3,4.8,7.5,2,4,4,4,3,3,5,5,Low
18,104.4,0,3,10.6,7.2,2,5,3,4,2,2,4,3,Medium
16,59.0,0,2,10.1,4.2,4,3,3,4,4,5,5,4,Medium
24,50.0,1,2,4.8,6.1,3,3,3,5,3,2,4,3,Medium
25,119.9,1,2,5.4,6.4,5,5,4,3,5,3,4,6,Medium
23,46.9,0,2,7.9,7.5,4,3,3,3,4,2,5,5,Medium
19,107.6,1,2,3.2,3.7,3,4,4,3,3,4,5,4,Medium
18,72.4,1,1,10.8,9.3,5,3,5,5,4,2,5,5,Medium
16,108.1,1,4,1.9,9.2,4,4,2,5,4,2,3,3,Medium
15,86.6,2,3,9.0,6.5,4,4,2,3,2,1,3,4,Medium
25,112.6,0,2,3.3,8.2,3,2,2,2,4,3,2,4,Medium
21,114.5,1,2,9.2,5.9,4,1,3,4,4,3,2,5,Medium
20,45.7,0,1,12.6,8.4,1,1,4,1,4,3,4,3,Medium
29,50.7,0,2,2.2,8.4,5,1,4,3,3,2,5,6,Medium
29,63.8,1,2,11.1,9.3,1,3,5,3,2,2,5,4,Medium
16,95.2,1,2,9.6,5.0,3,1,4,3,2,4,3,5,Medium
30,111.6,1,2,9.8,5.3,1,3,4,3,1,3,4,5,Medium
22,79.5,1,2,6.2,8.1,3,3,5,1,2,4,3,4,Medium
25,90.5,1,3,6.6,5.1,3,4,3,2,5,3,3,3,Medium
18,59.1,1,1,5.9,5.2,2,4,4,4,4,3,2,3,Medium
22,105.4,0,2,5.2,6.7,1,4,4,1,4,3,2,4,Medium
29,117.5,1,3,8.3,9.0,4,3,3,3,4,4,4,3,Medium
30,65.1,1,2,5.9,7.0,5,3,3,3,3,4,5,5,Medium
21,82.1,1,2,4.7,8.0,3,3,5,1,3,3,5,5,Medium
19,51.5,0,2,9.6,4.4,4,2,3,5,3,2,5,4,Medium
24,86.9,1,4,9.7,3.0,5,3,3,2,2,1,4,5,Medium
24,82.7,1,1,3.8,5.5,1,1,3,4,2,4,3,4,Medium
26,55.8,1,2,10.3,8.9,3,4,4,2,3,1,3,4,Medium
22,78.2,2,1,5.6,4.5,2,2,3,2,3,5,4,4,Medium
30,70.1,0,1,4.3,5.0,2,3,4,3,5,4,1,4,Medium
28,84.1,1,2,4.3,5.4,5,3,4,3,4,2,3,6,Medium
23,88.9,1,1,8.2,3.3,4,4,3,3,1,4,3,4,Medium
19,45.6,1,4,6.4,6.7,4,1,2,2,3,3,5,3,Medium
24,102.1,1,4,5.4,6.2,3,3,2,2,2,3,2,4,Medium
19,98.5,1,2,8.0,7.6,2,4,2,4,1,2,5,4,Medium
16,72.5,1,2,9.3,8.6,4,5,2,3,3,3,4,5,Low
19,49.0,1,2,9.8,5.9,5,3,4,3,4,1,4,5,Medium
17,101.6,0,3,6.2,3.3,4,2,5,2,3,3,3,5,Medium
21,116.6,1,2,9.3,7.7,4,5,3,5,4,2,2,4,Medium
24,63.0,0,1,4.7,3.0,2,4,3,3,3,2,4,4,Medium
19,69.3,0,3,3.9,9.0,4,5,3,1,2,2,5,4,Medium
22,58.8,1,3,5.5,6.2,5,1,4,3,3,2,4,5,Medium
15,88.3,0,2,10.7,3.4,4,4,4,2,5,4,3,5,High
17,56.6,1,4,4.0,4.6,1,2,3,4,4,1,2,4,Medium
17,71.7,0,4,9.1,5.8,5,1,2,4,1,3,3,4,Medium
23,97.3,0,2,4.4,7.2,2,4,2,4,3,1,4,3,Medium
19,87.0,1,2,10.8,7.8,4,4,4,2,5,4,3,5,Medium
30,74.0,0,4,8.1,5.8,4,2,4,3,4,3,2,5,Medium
26,76.5,1,2,11.6,7.6,5,5,3,3,5,1,2,4,Medium
23,87.2,0,2,5.8,7.4,1,2,4,4,1,3,4,4,Medium
27,45.4,0,1,5.4,5.5,3,3,2,2,3,2,4,3,Medium
23,50.9,0,3,14.0,5.8,3,3,4,3,3,3,5,5,Medium
15,111.1,0,3,10.2,7.0,5,3,4,5,4,1,1,6,Medium
16,50.8,1,1,4.0,8.9,4,4,2,2,2,4,5,4,Low
19,98.0,0,4,4.9,3.8,5,2,3,3,2,1,5,5,Medium
18,114.0,1,3,3.9,8.9,4,2,4,5,3,2,5,5,Medium
29,65.3,1,3,2.5,5.3,3,1,2,3,2,1,4,4,Medium
24,72.8,1,1,8.7,7.2,4,5,5,1,4,3,4,5,Medium
23,87.7,1,2,10.1,4.0,5,3,4,3,1,2,4,6,High
21,111.1,0,2,5.5,8.7,2,2,3,5,5,2,2,3,Medium
20,115.6,0,2,9.4,7.7,4,3,3,4,1,2,2,4,Medium
21,100.5,1,2,2.8,6.7,3,4,4,2,4,1,4,5,Medium
15,51.5,1,3,13.6,8.1,2,4,3,3,3,2,3,4,Medium
15,95.2,1,2,5.9,8.1,5,2,3,3,1,1,4,4,Medium
22,75.8,1,3,4.0,7.1,2,2,5,4,3,1,3,6,Medium
27,80.3,0,1,7.6,6.8,4,1,3,2,4,3,2,3,Medium
27,48.7,0,2,3.4,4.7,3,3,4,4,5,1,2,4,Medium
16,59.3,1,1,3.1,6.1,1,4,2,5,5,4,3,2,Medium
26,104.3,1,2,6.0,6.7,4,2,4,1,2,4,4,5,Medium
24,79.0,1,2,5.7,8.4,3,4,4,4,3,4,3,6,Low
25,67.6,1,3,3.1,4.5,1,2,5,5,1,1,4,5,Medium
23,73.8,0,2,11.6,6.0,2,2,2,1,3,5,1,3,Medium
21,109.1,0,2,8.7,5.2,1,4,2,2,4,1,4,3,Medium
20,101.2,1,2,10.0,6.7,4,5,3,3,3,2,4,5,Medium
15,65.4,1,1,8.6,6.2,5,4,3,2,1,4,5,5,Medium
15,53.8,1,1,6.0,5.6,4,2,3,2,2,4,4,5,Medium
16,63.9,0,2,9.4,8.0,4,2,4,3,5,2,4,5,Medium
20,114.1,0,2,3.1,7.7,3,5,5,4,4,2,5,5,Medium
28,88.6,1,3,12.9,8.1,4,3,3,5,3,2,4,4,Medium
20,85.0,0,2,7.1,7.1,3,2,1,5,3,3,5,2,Medium
16,89.7,1,3,9.1,5.2,4,3,3,4,4,2,4,5,Medium
15,72.5,1,2,11.8,7.4,4,3,4,5,1,5,3,5,Medium
24,105.5,1,4,4.0,4.6,5,3,2,5,1,2,3,4,Medium
19,84.2,0,1,4.5,3.0,3,5,4,3,2,4,3,4,Medium
19,53.8,1,2,12.2,5.4,2,4,4,5,3,3,3,5,Medium
16,54.7,0,2,2.7,5.6,3,3,4,4,5,4,3,5,Medium
20,85.3,0,4,7.0,6.9,3,3,4,3,3,1,3,4,Medium
30,115.2,0,1,11.0,6.4,4,3,3,3,3,4,4,4,Medium
23,68.1,0,2,5.2,8.4,4,2,4,4,3,4,1,4,Medium
16,110.2,1,2,3.1,7.5,1,4,1,5,1,2,4,2,Medium
24,102.3,0,2,3.6,5.2,2,3,2,4,2,4,4,4,Medium
16,63.6,0,1,8.1,8.2,2,3,3,3,2,1,5,3,Medium
30,47.7,2,1,4.1,8.3,5,5,2,2,2,2,3,3,Medium
30,52.6,0,2,3.1,6.3,3,4,3,1,5,4,5,4,Medium
17,99.6,1,2,4.4,4.4,3,3,3,3,4,2,2,4,Medium
27,60.0,0,1,2.4,7.0,4,2,3,3,2,2,3,5,Medium
21,72.8,0,2,4.1,5.8,3,3,4,2,2,4,4,5,Medium
20,82.6,1,1,10.5,5.0,3,2,4,4,2,1,4,5,Medium
26,99.4,0,4,6.2,3.8,5,4,2,4,3,2,3,5,Medium
22,53.5,1,2,4.4,8.3,5,1,3,1,3,3,4,5,Medium
29,75.5,0,3,8.9,7.5,3,4,4,3,4,2,3,4,Medium
22,81.4,0,2,8.1,5.8,3,4,4,5,2,4,4,4,Medium
20,85.6,0,4,3.1,4.4,3,3,5,2,3,2,3,5,Medium
26,106.4,0,2,5.2,4.5,1,2,4,3,3,2,3,5,Medium
25,57.9,0,2,10.6,5.9,5,3,3,3,5,1,5,6,Medium
24,105.6,1,2,10.2,7.1,5,1,5,3,4,4,4,5,Medium
17,97.0,1,3,3.5,4.0,3,4,5,4,1,2,4,5,Medium
30,86.7,0,2,9.6,8.1,2,3,1,4,1,2,5,2,Medium
17,97.5,0,2,5.0,6.4,3,5,3,5,3,2,1,4,Medium
29,75.9,1,1,2.7,3.4,3,3,3,3,2,4,2,4,Medium
15,55.4,1,2,4.3,3.8,2,3,3,4,2,5,2,3,Medium
30,94.9,1,2,7.3,7.7,3,3,2,4,2,1,2,4,Medium
30,84.4,1,1,7.8,7.0,5,2,2,3,4,2,5,5,Medium
21,93.0,0,2,3.4,4.7,3,2,4,2,1,1,1,4,Medium
19,70.3,0,2,7.3,6.0,5,3,2,3,5,2,4,4,Medium
18,113.0,1,3,8.2,4.2,4,3,4,2,2,3,2,5,Medium
24,89.1,1,1,8.8,6.8,2,2,2,2,4,1,4,3,Medium
29,51.4,1,2,5.8,6.5,3,3,5,3,2,3,4,5,Medium
18,78.7,0,3,9.0,4.6,4,3,3,3,1,2,5,4,Medium
28,101.7,2,2,6.3,6.4,2,5,4,3,3,4,3,5,Medium
18,104.6,1,2,9.2,6.5,2,3,4,1,2,3,3,4,Medium
20,82.1,0,3,7.0,4.2,2,2,3,3,3,1,1,3,Medium
29,112.1,1,2,4.4,7.5,4,3,3,1,3,3,5,5,Medium
22,65.1,0,2,3.2,9.1,3,5,5,2,2,1,4,6,Medium
22,75.8,0,4,2.1,6.9,5,5,2,3,3,1,4,5,Medium
19,112.4,0,4,4.4,4.2,2,5,1,4,4,2,5,2,Medium
29,112.2,0,2,7.1,7.6,1,3,2,4,3,2,3,3,Medium
20,96.4,0,1,2.3,6.3,3,4,2,3,2,1,4,3,Medium
18,109.4,1,2,5.7,7.7,5,2,5,3,4,3,4,5,Medium
26,51.7,0,1,10.3,6.2,3,2,3,3,4,3,2,4,Medium
28,109.9,1,1,7.2,8.7,2,2,4,5,3,3,4,5,Medium
25,69.0,0,2,4.6,4.0,1,3,3,2,5,1,5,4,Medium
27,58.4,0,4,10.0,8.4,5,3,3,2,3,3,5,5,Medium
23,63.0,1,3,4.5,3.1,2,3,4,4,5,3,5,5,Medium
22,76.3,1,2,6.1,8.2,5,2,5,3,2,1,5,6,Medium
24,63.8,2,2,4.4,5.8,4,4,4,5,4,1,2,4,Medium
26,69.0,2,1,6.2,7.3,2,1,5,4,3,4,3,4,Medium
24,55.1,0,1,10.3,3.0,5,3,5,4,4,5,2,6,High
15,67.2,0,1,4.6,7.4,2,3,3,1,1,3,5,4,Medium
29,87.9,1,3,6.2,6.4,2,1,3,4,5,2,4,3,Medium
16,78.1,2,1,11.1,4.9,2,3,3,2,4,3,2,3,Medium
23,71.0,1,3,5.9,4.5,4,3,5,4,4,4,2,6,Medium
22,101.0,1,2,7.2,3.6,5,4,2,3,2,2,4,3,Medium
28,112.0,1,1,12.9,3.9,3,5,3,3,3,2,2,4,Medium
17,101.8,0,1,11.7,6.1,1,3,3,2,3,2,5,2,Medium
22,69.9,1,2,5.2,4.0,1,4,2,1,2,1,4,3,Medium
26,100.8,1,4,3.7,6.0,2,5,3,3,5,4,4,4,Medium
15,56.4,1,3,13.8,6.1,2,3,5,3,3,3,2,6,Medium
24,54.8,0,2,9.9,3.6,4,2,4,2,3,1,2,4,Medium
18,70.9,0,2,5.6,6.4,5,1,3,1,4,3,4,5,Medium
17,105.6,0,2,5.3,7.1,4,3,4,1,2,5,4,4,Medium
20,63.5,0,4,6.7,4.5,2,2,5,4,3,3,2,4,Medium
21,49.7,1,3,13.2,3.4,2,4,4,3,3,5,3,4,High
18,54.9,0,2,6.6,7.2,3,2,5,2,3,2,3,5,Medium
21,109.4,0,2,10.2,6.2,4,3,4,3,4,4,4,4,Medium
23,92.5,0,2,4.5,4.6,5,2,3,4,3,4,5,5,Medium
25,64.0,1,2,9.5,5.2,3,2,4,3,3,3,1,4,Medium
16,86.6,1,1,7.1,4.1,5,2,4,2,2,2,4,5,Medium
25,84.6,0,2,11.6,3.4,5,2,3,5,2,4,3,4,Medium
17,94.2,0,4,10.6,8.0,3,3,1,2,5,3,4,3,Medium
19,62.5,0,2,5.5,3.4,3,2,2,1,3,4,4,3,Medium
17,109.8,1,1,3.3,7.8,3,5,1,3,4,3,4,2,Medium
25,68.2,0,3,5.6,3.6,3,4,2,3,4,3,2,2,Medium
22,97.1,1,2,5.2,8.9,3,4,1,4,2,3,5,3,Low
26,46.2,1,1,9.7,5.2,4,3,4,2,1,2,4,5,Medium
24,72.9,0,2,2.2,6.3,1,3,2,3,1,3,5,2,Medium
22,71.4,1,2,7.3,6.8,3,2,4,2,2,2,5,5,Medium
22,85.8,0,2,13.1,7.2,4,5,4,4,4,3,4,6,Medium
26,50.5,1,2,11.7,8.1,4,3,4,3,5,2,5,5,Medium
26,104.3,0,3,4.2,4.9,5,2,1,3,3,2,5,4,Medium
23,61.3,1,2,8.2,5.2,2,2,5,3,4,3,5,4,Medium
18,95.8,1,3,4.7,9.0,3,3,4,3,3,3,5,5,Medium
19,105.2,1,1,7.9,5.4,1,5,4,1,2,2,2,4,Medium
19,87.1,0,3,5.8,5.8,2,4,5,4,4,4,4,4,Medium
22,100.6,0,2,6.1,3.0,1,2,4,4,3,2,2,4,Medium
21,94.6,1,2,5.1,8.5,3,2,2,3,4,3,3,3,Medium
23,71.7,1,2,12.6,8.0,3,4,4,3,3,3,3,4,Low
29,105.7,1,2,7.8,8.3,4,5,2,2,3,3,4,5,Low
29,67.1,0,1,11.7,7.1,3,3,3,5,3,4,3,4,Medium
30,87.8,0,3,10.8,5.7,4,4,3,5,4,5,3,5,Medium
28,100.9,1,1,6.3,4.8,3,1,3,3,3,1,5,5,Medium
22,73.4,0,1,5.3,8.5,2,2,2,4,2,1,5,4,Medium
16,67.7,0,2,8.6,7.5,1,2,2,4,3,2,4,2,Medium
24,79.5,0,3,7.2,5.9,4,3,3,4,1,2,4,4,Medium
26,106.3,1,1,11.5,8.4,5,3,3,2,3,2,4,5,Medium
18,114.7,1,4,7.7,5.8,5,3,3,3,2,5,5,4,Medium
20,85.9,2,4,10.4,7.4,4,4,5,4,1,5,3,5,Low
26,94.6,0,2,3.7,7.0,5,2,4,3,5,2,3,5,Medium
16,112.7,1,2,8.0,8.6,4,3,4,4,2,3,4,4,Medium
21,52.4,1,3,2.1,9.2,4,1,3,4,2,3,2,4,Medium
30,62.4,0,2,10.9,6.3,3,4,2,3,5,3,3,4,Medium
17,98.2,1,2,4.0,4.5,3,4,3,1,2,1,4,4,Medium
27,106.8,0,4,7.9,3.1,4,3,5,4,1,4,3,5,Medium
17,109.3,0,4,4.7,7.6,3,3,4,4,3,4,3,5,Medium
25,76.1,0,4,2.5,8.3,3,2,5,5,3,2,3,5,Medium
16,51.7,0,2,8.4,4.9,2,1,5,2,2,4,3,5,Medium
25,77.8,1,1,5.5,4.3,4,3,4,1,2,1,2,4,Medium
22,62.3,0,2,5.3,7.2,2,4,4,3,3,1,5,5,Medium
20,66.8,0,2,3.0,6.1,3,5,2,4,5,3,5,4,Medium
15,102.9,0,2,10.7,4.5,4,2,3,2,1,3,5,4,Medium
26,50.7,1,2,8.5,7.2,4,3,3,5,4,3,5,4,Medium
15,107.1,1,2,11.0,8.6,4,4,4,2,5,4,3,6,Medium
21,77.1,1,3,9.5,8.0,3,4,2,3,2,2,4,3,Medium
30,89.7,1,3,3.8,8.7,4,2,3,3,4,4,3,4,Medium
22,51.7,0,3,5.2,4.5,3,3,4,5,3,4,3,4,Medium
19,70.3,0,1,5.8,8.7,1,2,3,2,1,5,3,2,Medium
30,51.7,1,1,7.3,7.2,4,2,2,4,5,1,2,4,Medium
26,117.1,0,3,7.6,7.3,4,5,2,2,3,2,4,4,Medium
30,105.5,0,2,9.4,7.2,5,3,3,3,3,2,3,5,Medium
25,79.5,1,2,3.6,7.2,3,3,1,2,1,4,4,4,Medium
19,61.8,0,1,4.8,6.9,1,3,3,4,4,5,3,4,Medium
18,115.0,0,2,3.8,7.4,3,3,5,4,3,2,4,5,Medium
28,70.8,1,2,6.5,10.0,4,3,4,3,4,3,4,5,Medium
20,57.1,0,3,8.5,7.0,4,2,4,1,4,4,2,5,Medium
28,87.2,1,4,10.6,8.2,3,5,1,3,2,3,3,2,Low
20,115.8,1,2,11.1,4.0,1,2,3,3,1,4,3,4,Medium
17,45.3,1,2,13.9,7.0,2,2,3,4,3,1,5,5,Medium
30,62.9,1,3,4.3,8.2,4,3,4,2,3,5,5,6,Medium
23,115.4,0,2,4.5,7.5,1,5,5,4,3,2,4,5,Medium
26,57.8,0,2,10.7,6.0,3,2,5,4,5,5,4,5,Medium
25,53.5,0,4,5.7,6.8,3,4,3,1,3,2,2,4,Medium
28,87.8,0,3,8.0,7.9,5,3,3,3,4,3,4,4,Medium
21,109.6,2,4,8.9,5.1,4,3,5,3,4,4,3,6,Medium
30,80.8,1,1,3.1,8.8,4,4,3,4,2,1,5,4,Medium
15,119.6,0,2,6.1,7.7,4,1,2,2,2,5,3,4,Medium
29,95.9,0,3,4.2,4.0,2,2,3,3,5,4,3,4,Medium
27,50.6,0,1,4.1,4.4,3,4,5,4,2,1,2,5,Medium
21,119.5,0,3,2.4,8.7,2,3,2,3,4,3,4,3,Medium
19,75.6,0,1,5.5,3.5,4,3,3,1,2,3,3,5,Medium
19,66.6,1,3,3.4,3.7,2,4,2,2,4,3,5,4,Medium
28,86.8,1,2,5.0,4.4,3,2,5,4,3,2,4,6,Medium
27,67.8,1,1,2.6,6.9,3,4,4,4,3,3,3,5,Medium
16,51.5,0,2,10.9,8.0,5,4,5,1,4,4,4,7,Medium
18,45.1,0,2,11.1,4.6,4,3,5,3,4,4,5,7,High
26,78.7,1,2,5.6,4.1,2,3,2,4,2,3,2,3,Medium
20,107.8,1,2,3.1,4.3,3,4,2,4,3,3,3,3,Medium
24,87.9,1,3,9.6,6.6,5,2,3,4,4,3,5,5,Medium
29,119.9,1,2,4.5,9.3,4,4,3,5,5,2,3,4,Medium
25,66.5,1,2,2.1,6.3,1,5,4,3,3,3,4,4,Medium
